Query Image,Matched Image,Score
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000007.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000007.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000007.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000007.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000008.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000008.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000008.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000008.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000008.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000009.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000009.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000009.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000009.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000009.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000010.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000010.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000010.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000010.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000010.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000011.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000011.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000011.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000011.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000011.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000012.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000012.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000012.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000012.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000012.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000013.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000013.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000013.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000013.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000013.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000014.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000014.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000014.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000014.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000014.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000015.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000015.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000015.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000015.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000015.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000016.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000016.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000016.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000016.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000016.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000017.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000017.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000017.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000017.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000017.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000018.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000018.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000018.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000018.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000018.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000019.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000019.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000019.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000019.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000019.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000020.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000020.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000020.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000020.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000020.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000021.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000021.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000021.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000021.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000021.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000022.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000022.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000022.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000022.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000022.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000023.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000023.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000023.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000023.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000023.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000024.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000024.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000024.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000024.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000024.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000025.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000025.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000025.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000025.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000025.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000026.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000026.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000026.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000026.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000026.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000027.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000027.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000027.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000027.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000027.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000028.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000028.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000028.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000028.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000028.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000029.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000029.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000001.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000029.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000002.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000029.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000003.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000029.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000004.png,0.0
/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000030.png,/home/nitin/NitinWs/CustomOrbSlam/data/dataset/sequences/00/image_0/000000.png,0.0
